age,birthreg,cbsasz,disability,educrec,elignatz,entryc,famstruct,forborn,govtemp,health,hhhsize,inscov,male,marst,natz,ownchild,ownhome,pernum,perwt,povpct,race,serial,statefip,statereg,tmetro_intv,veteran,work,year
45,0,6,0,2,0,NA,1,0,0,2,3,1,0,1,0,0,0,2,1596,500,1,87226,6,32,2,0,1,2016
29,2,6,0,4,1,6,1,1,0,4,3,1,0,6,1,0,0,3,1499,500,1,87226,6,32,2,0,1,2016
33,0,6,0,4,0,NA,1,0,0,1,2,1,0,1,0,0,0,1,1536,500,1,87227,6,32,2,0,1,2016
34,0,6,0,4,0,NA,1,0,0,1,2,1,1,1,0,0,0,2,1536,500,1,87227,6,32,2,0,4,2016
57,0,6,0,3,0,NA,1,0,0,2,2,1,0,1,0,0,1,1,1628,451.44604,1,87228,6,32,2,0,1,2016
53,0,6,0,3,0,NA,1,0,0,2,2,1,1,1,0,0,1,2,1628,451.44604,1,87228,6,32,2,0,1,2016
31,0,6,0,3,0,NA,1,0,0,1,3,1,0,1,0,1,0,1,1536,498.21783,1,87229,6,32,2,0,1,2016
34,0,6,0,2,0,NA,1,0,0,1,3,1,1,1,0,1,0,2,1536,498.21783,1,87229,6,32,2,0,1,2016
13,0,6,0,1,0,NA,1,0,0,1,3,1,0,6,0,0,0,3,1440,498.21783,1,87229,6,32,2,0,0,2016
53,0,6,0,3,0,NA,5,0,0,3,1,1,0,6,0,0,0,1,1564,170.31059,1,87230,6,32,2,0,1,2016
52,3,6,0,1,1,6,1,1,0,3,5,1,1,1,0,1,0,1,1564,189.77754,1,87231,6,32,2,0,1,2016
51,3,6,0,2,1,5,1,1,0,3,5,1,0,1,1,1,0,2,1564,189.77754,1,87231,6,32,2,0,4,2016
23,0,6,0,3,0,NA,1,0,0,3,5,1,0,6,0,0,0,3,1657,189.77754,1,87231,6,32,2,0,1,2016
17,0,6,0,1,0,NA,1,0,0,2,5,1,0,6,0,0,0,4,1482,189.77754,1,87231,6,32,2,0,4,2016
9,0,6,0,1,0,NA,1,0,0,2,5,1,0,6,0,0,0,5,1508,189.77754,1,87231,6,32,2,0,0,2016
55,7,6,0,4,1,3,1,1,0,4,2,1,0,1,1,0,1,1,1702,346.54401,1,87232,6,32,3,0,1,2016
71,7,6,0,1,1,5,1,1,0,3,2,1,1,1,1,0,1,2,1702,346.54401,1,87232,6,32,3,0,1,2016
28,0,6,0,4,0,NA,1,0,1,1,2,1,0,1,0,0,0,1,1567,500,1,87233,6,32,3,0,1,2016
28,3,6,0,3,1,6,1,1,1,1,2,1,1,1,1,0,0,2,1567,500,1,87233,6,32,3,0,1,2016
41,1,6,0,4,1,6,1,1,0,1,5,1,0,1,1,1,1,1,1731,377.59317,3,87234,6,32,3,0,1,2016
42,12,6,0,4,1,6,1,1,0,1,5,1,1,1,1,1,1,2,1731,377.59317,3,87234,6,32,3,0,1,2016
15,0,6,0,1,0,NA,1,0,0,1,5,1,1,6,0,0,1,3,1710,377.59317,3,87234,6,32,3,0,4,2016
7,0,6,0,1,0,NA,1,0,0,1,5,1,0,6,0,0,1,4,1429,377.59317,3,87234,6,32,3,0,0,2016
6,0,6,0,1,0,NA,1,0,0,1,5,1,0,6,0,0,1,5,1429,377.59317,3,87234,6,32,3,0,0,2016
44,0,6,0,4,0,NA,1,0,1,2,4,1,1,1,0,1,1,1,1708,500,1,87236,6,32,3,0,1,2016
43,0,6,0,4,0,NA,1,0,1,2,4,1,0,1,0,1,1,2,1708,500,1,87236,6,32,3,0,1,2016
10,0,6,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,3,1678,500,1,87236,6,32,3,0,0,2016
7,0,6,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,4,1582,500,1,87236,6,32,3,0,0,2016
45,0,6,0,4,0,NA,1,0,0,4,3,1,1,1,0,1,1,1,1745,500,1,87238,6,32,2,0,1,2016
40,9,6,0,4,1,6,1,1,1,2,3,1,0,1,1,1,1,2,1745,500,3,87238,6,32,2,0,1,2016
8,0,6,0,1,0,NA,1,0,0,1,3,1,0,6,0,0,1,3,1520,500,4,87238,6,32,2,0,0,2016
41,11,6,0,4,1,4,1,1,0,2,6,1,1,1,0,1,1,1,2027,500,3,87239,6,32,2,0,1,2016
42,11,6,0,4,1,4,1,1,0,3,6,1,0,1,0,1,1,2,2027,500,3,87239,6,32,2,0,1,2016
13,0,6,0,1,0,NA,1,0,0,1,6,1,1,6,0,0,1,3,1636,500,3,87239,6,32,2,0,0,2016
12,0,6,0,1,0,NA,1,0,0,1,6,1,0,6,0,0,1,4,1496,500,3,87239,6,32,2,0,0,2016
7,0,6,0,1,0,NA,1,0,0,1,6,1,0,6,0,0,1,5,1346,500,3,87239,6,32,2,0,0,2016
0,0,6,0,1,0,NA,1,0,0,2,6,1,1,6,0,0,1,6,2923,500,3,87239,6,32,2,0,0,2016
68,14,6,0,4,1,5,1,1,0,3,3,0,1,1,1,0,1,1,2180,500,3,87240,6,32,2,0,1,2016
59,14,6,0,4,1,6,1,1,0,4,3,1,0,1,1,0,1,2,2180,500,3,87240,6,32,2,0,1,2016
22,0,6,0,2,0,NA,1,0,0,3,3,1,1,6,0,0,1,3,2194,500,4,87240,6,32,2,0,1,2016
49,0,6,0,4,0,NA,1,0,1,1,5,1,1,1,0,1,1,1,1909,500,1,87241,6,32,2,0,1,2016
47,0,6,0,3,0,NA,1,0,0,1,5,1,0,1,0,1,1,2,1909,500,1,87241,6,32,2,0,1,2016
8,0,6,0,1,0,NA,1,0,0,1,5,1,1,6,0,0,1,3,1526,500,1,87241,6,32,2,0,0,2016
8,0,6,0,1,0,NA,1,0,0,1,5,1,0,6,0,0,1,4,1648,500,1,87241,6,32,2,0,0,2016
80,0,6,1,2,0,NA,1,0,0,4,5,1,0,4,0,0,1,5,1953,500,1,87241,6,32,2,0,5,2016
53,12,6,0,4,1,6,1,1,0,1,3,1,1,1,1,1,1,1,1672,500,3,87243,6,32,3,0,1,2016
49,12,6,0,4,1,5,1,1,0,1,3,1,0,1,1,1,1,2,1672,500,3,87243,6,32,3,0,1,2016
8,0,6,0,1,0,NA,1,0,0,1,3,1,1,6,0,0,1,3,1489,500,3,87243,6,32,3,0,0,2016
45,12,6,0,4,1,5,1,1,0,1,4,1,0,1,1,1,1,1,1817,500,3,87244,6,32,3,0,1,2016
47,12,6,0,4,1,5,1,1,0,1,4,1,1,1,1,1,1,2,1817,500,3,87244,6,32,3,0,1,2016
14,0,6,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,3,1715,500,3,87244,6,32,3,0,0,2016
10,0,6,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,4,2082,500,3,87244,6,32,3,0,0,2016
45,12,6,0,4,1,5,2,1,0,2,4,1,1,6,1,0,1,1,1974,278.16092,3,87245,6,32,3,0,1,2016
47,12,6,0,2,1,5,2,1,0,4,4,1,1,6,1,0,1,2,3366,278.16092,3,87245,6,32,3,0,3,2016
72,12,6,0,2,1,5,1,1,0,4,4,1,0,1,1,0,1,3,2371,278.16092,3,87245,6,32,3,0,5,2016
73,12,6,0,4,1,5,1,1,0,4,4,1,1,1,1,0,1,4,2371,278.16092,3,87245,6,32,3,0,5,2016
26,0,6,0,3,0,NA,2,0,0,1,3,1,1,6,0,0,1,1,2101,500,3,87246,6,32,3,0,4,2016
72,12,6,0,4,1,5,1,1,0,1,3,1,1,1,1,0,1,2,2062,500,3,87246,6,32,3,0,5,2016
72,12,6,0,4,1,6,1,1,0,3,3,1,0,1,0,0,1,3,2062,500,3,87246,6,32,3,0,4,2016
25,0,6,0,4,0,NA,1,0,0,1,2,1,1,1,0,0,1,1,1966,500,3,87247,6,32,3,0,1,2016
47,0,6,0,4,0,NA,1,0,0,2,2,1,0,1,0,0,1,2,1966,500,3,87247,6,32,3,0,1,2016
59,0,6,0,3,0,NA,3,0,0,2,2,1,0,2,0,0,1,1,1922,43.809464,4,87248,6,32,3,0,2,2016
18,0,6,0,1,0,NA,3,0,0,3,2,1,0,6,0,0,1,2,1825,43.809464,1,87248,6,32,3,0,1,2016
40,0,6,0,4,0,NA,1,0,0,2,4,1,0,1,0,1,1,1,1843,500,3,87249,6,32,3,0,1,2016
41,0,6,0,4,0,NA,1,0,1,2,4,1,1,1,0,1,1,2,1843,500,1,87249,6,32,3,0,1,2016
7,0,6,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,3,1998,500,4,87249,6,32,3,0,0,2016
2,0,6,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,4,1681,500,4,87249,6,32,3,0,0,2016
70,0,6,0,4,0,NA,1,0,0,3,2,1,1,1,0,0,1,1,1848,500,3,87250,6,32,2,0,5,2016
65,0,6,0,4,0,NA,1,0,0,3,2,1,0,1,0,0,1,2,1848,500,3,87250,6,32,2,0,1,2016
57,0,6,0,3,0,NA,1,0,0,4,3,1,1,1,0,1,1,1,1801,500,1,87251,6,32,3,0,1,2016
51,0,6,0,2,0,NA,1,0,0,2,3,1,0,1,0,1,1,2,1801,500,1,87251,6,32,3,0,1,2016
16,0,6,0,1,0,NA,1,0,0,1,3,1,0,6,0,0,1,3,2047,500,1,87251,6,32,3,0,4,2016
51,0,6,0,3,0,NA,3,0,1,1,2,1,0,4,0,1,0,1,1744,160.45174,1,87252,6,32,3,0,1,2016
17,0,6,0,1,0,NA,3,0,0,1,2,1,0,6,0,0,0,2,1937,160.45174,1,87252,6,32,3,0,1,2016
52,0,6,0,2,0,NA,1,0,0,1,4,1,0,1,0,1,1,1,1801,304.1011,1,87253,6,32,3,0,1,2016
58,0,6,0,2,0,NA,1,0,0,4,4,1,1,1,0,1,1,2,1801,304.1011,1,87253,6,32,3,0,3,2016
18,0,6,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,3,2143,304.1011,1,87253,6,32,3,0,1,2016
16,0,6,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,4,2046,304.1011,1,87253,6,32,3,0,1,2016
45,9,6,0,2,1,4,1,1,0,3,2,1,0,1,0,0,0,1,1982,151.21921,3,87254,6,32,2,0,4,2016
49,9,6,0,4,1,5,1,1,0,3,2,1,1,1,1,0,0,2,1982,151.21921,3,87254,6,32,2,0,1,2016
28,13,6,0,4,1,1,1,1,0,1,2,1,0,1,0,0,0,1,2248,500,3,87255,6,32,2,0,4,2016
36,13,6,0,4,1,1,1,1,0,2,2,1,1,1,0,0,0,2,2248,500,3,87255,6,32,2,0,1,2016
35,10,6,0,3,1,3,1,1,0,3,3,1,1,1,0,1,0,1,1938,176.85292,3,87257,6,32,2,0,4,2016
32,10,6,0,3,1,2,1,1,0,3,3,1,0,1,0,1,0,2,1938,176.85292,3,87257,6,32,2,0,1,2016
2,0,6,0,1,0,NA,1,0,0,3,3,1,0,6,0,0,0,3,1512,176.85292,3,87257,6,32,2,0,0,2016
49,11,6,0,4,1,5,1,1,0,1,4,1,0,1,1,0,1,1,2248,500,3,87258,6,32,3,0,1,2016
55,11,6,0,4,1,6,1,1,0,2,4,1,1,1,1,0,1,2,2248,500,3,87258,6,32,3,0,1,2016
20,0,6,0,3,0,NA,1,0,0,1,4,1,0,6,0,0,1,3,1993,500,3,87258,6,32,3,0,1,2016
18,0,6,0,2,0,NA,1,0,0,2,4,1,1,6,0,0,1,4,1633,500,3,87258,6,32,3,0,4,2016
64,0,6,0,2,0,NA,1,0,1,2,3,1,1,1,0,0,1,1,1743,437.97195,4,87259,6,32,3,0,1,2016
62,0,6,0,2,0,NA,1,0,0,2,3,1,0,1,0,0,1,2,1743,437.97195,1,87259,6,32,3,0,4,2016
20,0,6,0,3,0,NA,1,0,0,2,3,1,0,6,0,0,1,3,2341,437.97195,4,87259,6,32,3,0,1,2016
64,0,6,0,4,0,NA,1,0,0,3,4,1,1,1,0,1,0,1,1499,484.04892,1,87260,6,32,3,0,1,2016
63,0,6,0,2,0,NA,1,0,0,3,4,1,0,1,0,1,0,2,1499,484.04892,1,87260,6,32,3,0,1,2016
14,0,6,0,1,0,NA,1,0,0,3,4,1,1,6,0,0,0,3,1791,484.04892,1,87260,6,32,3,0,0,2016
13,0,6,0,1,0,NA,1,0,0,3,4,1,0,6,0,0,0,4,1772,484.04892,1,87260,6,32,3,0,0,2016
68,0,6,0,3,0,NA,3,0,0,3,5,1,0,5,0,0,1,1,1561,435.05609,1,87261,6,32,2,0,1,2016
23,0,6,0,3,0,NA,3,0,0,2,5,1,0,6,0,0,1,2,1992,435.05609,1,87261,6,32,2,0,1,2016
14,0,6,0,1,0,NA,3,0,0,1,5,1,1,6,0,0,1,3,1881,435.05609,1,87261,6,32,2,0,0,2016
78,0,6,0,4,0,NA,4,0,0,3,5,1,1,4,0,0,1,4,1561,377.04761,1,87261,6,32,2,0,1,2016
27,0,6,0,3,0,NA,4,0,0,1,5,1,1,6,0,0,1,5,2134,243.28928,1,87261,6,32,2,0,1,2016
41,0,6,0,4,0,NA,1,0,0,2,4,1,1,1,0,1,1,1,1937,500,1,87262,6,32,2,0,1,2016
41,0,6,0,4,0,NA,1,0,0,2,4,1,0,1,0,1,1,2,1937,500,1,87262,6,32,2,0,1,2016
9,0,6,0,1,0,NA,1,0,0,2,4,1,1,6,0,0,1,3,1769,500,1,87262,6,32,2,0,0,2016
7,0,6,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,4,1733,500,1,87262,6,32,2,0,0,2016
36,0,6,0,4,0,NA,1,0,0,2,5,1,0,1,0,1,1,1,1604,500,3,87263,6,32,2,0,1,2016
40,0,6,0,4,0,NA,1,0,0,2,5,1,1,1,0,1,1,2,1604,500,3,87263,6,32,2,0,1,2016
11,0,6,0,1,0,NA,1,0,0,2,5,1,1,6,0,0,1,3,1733,500,3,87263,6,32,2,0,0,2016
10,0,6,0,1,0,NA,1,0,0,2,5,1,0,6,0,0,1,4,2247,500,3,87263,6,32,2,0,0,2016
9,0,6,0,1,0,NA,1,0,0,2,5,1,0,6,0,0,1,5,1384,500,3,87263,6,32,2,0,0,2016
49,10,6,0,4,1,6,1,1,0,1,4,1,1,1,1,1,1,1,1700,222.58696,3,87264,6,32,2,0,1,2016
45,10,6,0,4,1,6,1,1,0,1,4,1,0,1,1,1,1,2,1700,222.58696,3,87264,6,32,2,0,1,2016
13,0,6,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,3,2504,222.58696,3,87264,6,32,2,0,0,2016
13,0,6,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,4,2504,222.58696,3,87264,6,32,2,0,0,2016
57,9,6,0,3,1,4,3,1,0,1,3,1,0,6,1,0,1,1,2248,146.47249,3,87265,6,32,3,0,1,2016
85,9,6,1,1,1,6,3,1,0,3,3,1,0,5,1,0,1,2,2409,146.47249,3,87265,6,32,3,0,5,2016
55,9,6,0,4,1,4,3,1,0,4,3,1,1,6,0,0,1,3,1458,146.47249,3,87265,6,32,3,0,3,2016
48,0,6,0,4,0,NA,1,0,0,2,4,1,1,1,0,1,1,1,1826,177.11998,1,87266,6,32,3,0,1,2016
43,0,6,0,2,0,NA,1,0,0,2,4,1,0,1,0,1,1,2,1826,177.11998,1,87266,6,32,3,0,1,2016
18,0,6,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,3,1963,177.11998,1,87266,6,32,3,0,2,2016
15,0,6,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,4,1737,177.11998,1,87266,6,32,3,0,4,2016
45,0,6,0,3,0,NA,5,0,0,4,1,1,0,4,0,0,0,1,2806,308.16641,2,87268,6,32,3,0,1,2016
46,11,6,0,4,1,6,4,1,1,2,1,1,1,2,0,0,1,1,2006,500,3,87269,6,32,3,0,1,2016
24,0,6,0,4,0,NA,2,0,0,2,3,1,1,6,0,0,0,1,1951,288.71091,3,87270,6,32,3,0,1,2016
49,10,6,0,2,1,4,2,1,0,2,3,1,0,4,1,0,0,2,1998,288.71091,3,87270,6,32,3,0,1,2016
23,0,6,0,2,0,NA,2,0,0,2,3,1,1,6,0,0,0,3,2044,288.71091,3,87270,6,32,3,0,1,2016
37,11,6,0,3,1,4,1,1,0,2,4,1,1,1,1,1,0,1,1889,195.61906,3,87271,6,32,3,0,1,2016
32,11,6,0,4,1,3,1,1,0,2,4,1,0,1,0,1,0,2,1889,195.61906,3,87271,6,32,3,0,1,2016
9,0,6,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,0,3,1384,195.61906,3,87271,6,32,3,0,0,2016
3,0,6,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,0,4,1554,195.61906,3,87271,6,32,3,0,0,2016
58,11,6,0,4,1,4,4,1,0,2,1,1,1,6,1,0,1,1,2017,437.94501,3,87272,6,32,2,0,1,2016
65,14,6,0,3,1,6,1,1,0,3,8,1,1,1,1,0,1,1,2210,273.37134,3,87273,6,32,2,0,5,2016
58,14,6,0,3,1,6,1,1,0,3,8,1,0,1,1,0,1,2,2210,273.37134,3,87273,6,32,2,0,1,2016
37,14,6,0,3,1,6,1,1,0,3,8,1,1,6,0,1,1,3,2558,273.37134,3,87273,6,32,2,0,1,2016
33,0,6,0,4,0,NA,1,0,0,3,8,0,1,6,0,0,1,4,2628,273.37134,3,87273,6,32,2,0,2,2016
52,14,6,0,2,1,5,1,1,0,5,8,1,1,4,1,0,1,5,2103,273.37134,3,87273,6,32,2,0,1,2016
12,0,6,0,1,0,NA,1,0,0,3,8,1,0,6,0,0,1,6,1753,273.37134,3,87273,6,32,2,0,0,2016
10,0,6,0,1,0,NA,1,0,0,3,8,1,1,6,0,0,1,7,2081,273.37134,3,87273,6,32,2,0,0,2016
30,0,6,0,4,0,NA,5,0,0,3,8,1,0,6,0,0,1,8,1981,259.50854,3,87273,6,32,2,0,1,2016
35,0,6,0,4,0,NA,1,0,0,1,4,1,0,1,0,1,1,1,1834,408.22101,1,87274,6,32,3,0,1,2016
42,0,6,0,3,0,NA,1,0,0,4,4,1,1,1,0,1,1,2,1834,408.22101,1,87274,6,32,3,0,1,2016
6,0,6,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,3,1843,408.22101,1,87274,6,32,3,0,0,2016
4,0,6,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,4,2041,408.22101,1,87274,6,32,3,0,0,2016
61,0,6,0,3,0,NA,3,0,0,5,2,1,0,4,0,0,1,1,1761,500,1,87276,6,32,3,0,1,2016
10,0,6,0,1,0,NA,3,0,0,1,2,0,0,6,0,0,1,2,1811,500,1,87276,6,32,3,0,0,2016
46,0,6,0,3,0,NA,2,0,0,5,2,1,1,4,0,1,0,1,1811,477.70703,1,87277,6,32,3,1,1,2016
15,0,6,0,1,0,NA,2,0,0,1,2,1,1,6,0,0,0,2,2049,477.70703,1,87277,6,32,3,0,4,2016
60,12,6,0,1,1,6,5,1,0,5,1,1,0,6,1,0,1,1,1906,97.323814,3,87279,6,32,2,0,1,2016
76,9,6,0,4,1,5,1,1,0,3,2,1,1,1,1,0,1,1,1856,500,3,87281,6,32,2,0,5,2016
69,9,6,0,4,1,5,1,1,0,3,2,1,0,1,1,0,1,2,1856,500,3,87281,6,32,2,0,5,2016
40,0,6,0,4,0,NA,1,0,0,4,3,1,0,1,0,1,0,1,1886,500,1,87283,6,32,3,0,1,2016
53,0,6,0,3,0,NA,1,0,0,5,3,1,1,1,0,1,0,2,1886,500,1,87283,6,32,3,0,1,2016
14,0,6,0,1,0,NA,1,0,0,1,3,1,1,6,0,0,0,3,1880,500,1,87283,6,32,3,0,0,2016
53,14,6,0,4,1,6,1,1,0,5,6,1,1,1,1,1,0,1,2008,72.692101,1,87284,6,32,3,0,1,2016
48,14,6,0,4,1,5,1,1,0,2,6,1,0,1,1,1,0,2,2008,72.692101,1,87284,6,32,3,0,4,2016
24,0,6,0,4,0,NA,1,0,0,1,6,1,0,6,0,0,0,3,2192,72.692101,1,87284,6,32,3,0,4,2016
23,0,6,0,3,0,NA,1,0,0,1,6,1,0,6,0,0,0,4,2192,72.692101,1,87284,6,32,3,0,4,2016
12,0,6,0,1,0,NA,1,0,0,1,6,1,0,6,0,0,0,5,1806,72.692101,1,87284,6,32,3,0,0,2016
7,0,6,0,1,0,NA,1,0,0,1,6,1,0,6,0,0,0,6,1849,72.692101,1,87284,6,32,3,0,0,2016
45,12,6,0,4,1,6,1,1,1,2,6,1,0,1,1,1,1,1,1975,364.12305,3,87287,6,32,2,0,1,2016
44,12,6,0,4,1,6,1,1,0,2,6,1,1,1,1,1,1,2,1975,364.12305,3,87287,6,32,2,0,1,2016
14,0,6,0,1,0,NA,1,0,0,2,6,1,0,6,0,0,1,3,1895,364.12305,3,87287,6,32,2,0,0,2016
8,0,6,0,1,0,NA,1,0,0,2,6,1,1,6,0,0,1,4,2014,364.12305,3,87287,6,32,2,0,0,2016
6,0,6,0,1,0,NA,1,0,0,2,6,1,1,6,0,0,1,5,2072,364.12305,3,87287,6,32,2,0,0,2016
77,12,6,0,2,1,5,1,1,0,2,6,1,0,4,1,0,1,6,2070,364.12305,3,87287,6,32,2,0,5,2016
54,12,6,1,4,1,6,4,1,0,4,1,1,1,6,1,0,0,1,2263,75.90625,3,87288,6,32,2,0,3,2016
42,12,6,0,1,1,5,1,1,0,1,4,1,1,1,1,1,1,1,2086,242.92311,3,87289,6,32,2,0,1,2016
42,12,6,0,1,1,5,1,1,0,1,4,1,0,1,1,1,1,2,2086,242.92311,3,87289,6,32,2,0,1,2016
10,0,6,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,3,1666,242.92311,3,87289,6,32,2,0,0,2016
8,0,6,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,4,1496,242.92311,3,87289,6,32,2,0,0,2016
59,12,6,0,3,1,6,1,1,0,1,4,1,0,1,1,0,1,1,2321,402.50339,3,87290,6,32,3,0,1,2016
67,12,6,0,4,1,6,1,1,0,3,4,1,1,1,0,0,1,2,2321,402.50339,3,87290,6,32,3,0,1,2016
37,12,6,0,3,1,6,1,1,0,1,4,1,0,6,1,0,1,3,1927,402.50339,3,87290,6,32,3,0,1,2016
54,12,6,0,1,1,6,1,1,0,1,4,1,0,6,1,0,1,4,2120,402.50339,3,87290,6,32,3,0,1,2016
66,12,6,0,2,1,6,3,1,0,3,3,0,0,4,1,0,1,1,2164,318.26321,3,87291,6,32,3,0,1,2016
32,0,6,0,2,0,NA,3,0,0,5,3,0,0,6,0,0,1,2,2034,318.26321,3,87291,6,32,3,0,4,2016
25,0,6,1,4,0,NA,3,0,0,3,3,0,1,6,0,0,1,3,2404,318.26321,3,87291,6,32,3,0,1,2016
78,0,6,0,2,0,NA,3,0,0,3,6,1,0,4,0,1,0,1,2594,123.43945,3,87292,6,32,3,0,1,2016
32,0,6,0,4,0,NA,3,0,0,3,6,0,0,6,0,0,0,2,1951,123.43945,3,87292,6,32,3,0,4,2016
9,0,6,0,1,0,NA,3,0,0,1,6,1,0,6,0,0,0,3,1430,123.43945,3,87292,6,32,3,0,0,2016
78,0,6,0,2,0,NA,3,0,0,4,6,1,0,5,0,0,0,4,2594,123.43945,3,87292,6,32,3,0,5,2016
33,0,6,0,2,0,NA,4,0,1,5,6,1,1,4,0,0,0,5,2948,500,3,87292,6,32,3,0,1,2016
33,0,6,0,4,0,NA,5,0,0,3,6,0,0,3,0,0,0,6,1951,0,3,87292,6,32,3,0,5,2016
45,10,6,0,4,1,4,1,1,0,2,2,0,0,1,0,0,0,1,1680,500,3,87293,6,32,2,0,2,2016
48,10,6,0,4,1,4,1,1,0,2,2,0,1,1,0,0,0,2,1680,500,3,87293,6,32,2,0,2,2016
39,0,6,0,4,0,NA,1,0,1,1,4,1,0,1,0,1,1,1,1721,500,1,87294,6,32,2,0,1,2016
46,12,6,0,4,1,6,1,1,0,3,4,1,1,1,1,1,1,2,1721,500,3,87294,6,32,2,0,1,2016
6,0,6,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,3,1850,500,4,87294,6,32,2,0,0,2016
3,0,6,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,4,2517,500,4,87294,6,32,2,0,0,2016
37,14,6,0,4,1,3,1,1,0,1,3,1,0,1,0,1,0,1,1813,262.08197,3,87295,6,32,2,0,1,2016
42,14,6,0,4,1,3,1,1,0,1,3,1,1,1,0,1,0,2,1813,262.08197,3,87295,6,32,2,0,1,2016
7,0,6,0,1,0,NA,1,0,0,1,3,1,0,6,0,0,0,3,1341,262.08197,3,87295,6,32,2,0,0,2016
80,10,6,1,4,1,6,5,1,0,2,1,1,0,5,1,0,0,1,2481,170.59911,3,87296,6,32,2,0,3,2016
80,0,6,1,4,0,NA,2,0,0,3,2,1,1,4,0,0,1,1,1969,265.16125,3,87298,6,32,2,1,5,2016
31,0,6,0,2,0,NA,2,0,0,2,2,1,1,6,0,0,1,2,2693,265.16125,4,87298,6,32,2,0,1,2016
49,0,6,0,3,0,NA,1,0,0,1,4,1,0,1,0,1,1,1,1677,500,1,87299,6,32,2,0,4,2016
37,0,6,0,4,0,NA,1,0,0,1,4,1,1,1,0,1,1,2,1677,500,1,87299,6,32,2,0,1,2016
23,0,6,0,3,0,NA,1,0,0,1,4,1,1,6,0,0,1,3,2303,500,1,87299,6,32,2,0,1,2016
7,0,6,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,4,1646,500,1,87299,6,32,2,0,0,2016
55,0,6,0,3,0,NA,1,0,0,1,2,1,1,1,0,0,1,1,2061,500,4,87300,6,32,3,0,1,2016
55,0,6,0,2,0,NA,1,0,0,1,2,1,0,1,0,0,1,2,2061,500,1,87300,6,32,3,0,4,2016
74,0,6,0,4,0,NA,3,0,0,2,2,1,0,5,0,0,1,1,2218,500,2,87301,6,32,3,0,5,2016
52,0,6,1,3,0,NA,3,0,0,5,2,1,1,6,0,0,1,2,4102,500,2,87301,6,32,3,0,3,2016
41,10,6,0,4,1,6,1,1,0,2,2,1,1,1,1,0,1,1,1817,500,3,87302,6,32,3,0,1,2016
41,10,6,0,4,1,5,1,1,0,2,2,1,0,1,0,0,1,2,1817,500,3,87302,6,32,3,0,4,2016
42,9,6,0,4,1,3,1,1,0,4,4,1,1,1,1,1,0,1,2019,262.00345,3,87303,6,32,2,0,1,2016
42,9,6,0,4,1,3,1,1,0,4,4,1,0,1,1,1,0,2,2019,262.00345,3,87303,6,32,2,0,4,2016
7,0,6,0,1,0,NA,1,0,0,3,4,1,0,6,0,0,0,3,1341,262.00345,3,87303,6,32,2,0,0,2016
67,9,6,0,1,1,6,1,1,0,5,4,1,0,5,0,0,0,4,2070,262.00345,3,87303,6,32,2,0,5,2016
24,12,6,0,3,1,3,2,1,0,1,6,1,1,6,1,0,1,1,2267,433.61646,3,87305,6,32,2,0,4,2016
63,12,6,0,1,1,3,2,1,0,3,6,0,0,5,1,0,1,2,2147,433.61646,3,87305,6,32,2,0,1,2016
56,12,6,0,1,1,4,2,1,0,3,6,0,1,4,1,0,1,3,1556,433.61646,3,87305,6,32,2,0,1,2016
22,12,6,0,3,1,3,2,1,0,3,6,1,0,6,1,0,1,4,2043,433.61646,3,87305,6,32,2,0,4,2016
55,12,6,0,1,1,3,1,1,0,3,6,1,0,1,1,0,1,5,2147,433.61646,3,87305,6,32,2,0,1,2016
62,12,6,0,1,1,3,1,1,0,2,6,1,1,1,1,0,1,6,2147,433.61646,3,87305,6,32,2,0,1,2016
73,12,6,1,1,1,6,5,1,0,4,1,1,0,3,1,0,0,1,2381,89.733437,3,87310,6,32,2,0,3,2016
47,0,6,0,3,0,NA,3,0,0,2,2,1,0,4,0,1,0,1,1677,201.99547,1,87311,6,32,2,0,1,2016
17,0,6,0,1,0,NA,3,0,0,3,2,1,0,6,0,0,0,2,1961,201.99547,1,87311,6,32,2,0,4,2016
